column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_25,column_26,column_27,column_28,column_29
1019,2022-09-23 20:39:58.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Huyan Granules,6g (3g/1g of herbal slices)*6 bags (sugar-free),Box,10.0,60.0,600.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Huyan Granules,6g*6 bags,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",60.0,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1670.0,nan
1020,2022-09-23 20:39:58.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Luo Hong Mu Yin Jiao Nang,150mg * 12 tablets * 1 strip,Box,100.0,20.42,2042.0,"Yangzijiang Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.08.17,Luan Pingshan,13773370925.0,Community Zhang Qingfeng: 15896565560,Luo Hong Mu Yin Jiao Nang,150mg*12,Yangzijiang Pharmaceutical Group,"State Control, CRHC",19.61,nan,Cash monthly return 10%,0.1,1539.0,nan
1021,2022-09-23 20:39:58.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Yimucao Paste,125g*1 bottle,Box,50.0,28.0,1400.0,"Guangzhou Xiaoqiling Pharmaceutical Co., Ltd.",Negotiation Table,10200328.0,2020.11.25,Sun Xiaowen,18203662024.0,nan,Yimucao Paste,125g,Xiao Qiling,Guokong,28.0,nan,"Cash monthly return 38%, clinical 4 yuan",0.38,,nan
1022,2022-09-23 20:39:58.0,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Qingkailing Soft Capsules,0.4g (20mg Baicalin) * 12 tablets * 3 strips,Box,30.0,39.4,1182.0,"Shenwei Pharmaceutical Group Co., Ltd.",Negotiation Table,10200328.0,2020.12.08,Zhang Guowang,,Zhang Wang: 13460356003,Qingkailing Soft Capsules,0.4*36 pcs,"Shenwei Pharmaceutical Group Co., Ltd.","State Control, CRHC",39.4,nan,"Cash monthly return 23%, starting from June 2022, bonuses will be collected at 15%, no clinical.",0.15,1669.0,nan
1023,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,30.0,15.6,468.0,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
1024,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,12.0,15.6,187.2,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
1025,2022-09-24,9,Western medicine,Zhengzhou Meifang Road Community Network,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,20.0,81.5,1630.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
1026,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Calcium Acetate Granules,5g (0.6g Calcium Acetate) * 12 Bags (Sugar-Containing Type),Box,140.0,54.0,7560.0,"Kunming Bangyu Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2020.07.02,Wu Xiaofang,18237107185.0,nan,Calcium Acetate Granules,0.6g*12 bags/box*200 boxes/piece,"Kunming Bangyu Pharmaceutical Co., Ltd.",Guokong,54.0,nan,"27%, cash, monthly return, 30% newly signed in December 2020",0.3,158.0,nan
1027,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Kangfu Gel,3g*3 pieces,Box,160.0,33.38,5340.8,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2020.03.13,Wang Zhiyong,15638450207.0,Modified on 2020.03.13: Return 5 yuan per box,Kangfu Gel,3g*3 pieces,Guizhou Jianxing,"China Resources, National Control",33.38,nan,"According to the monthly flow, it will be returned in cash to the hospital in the following month, 5 yuan per box.",,516.0,nan
1028,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Benzalkonium Chloride Solution,150ml:0.15g(0.10%),Bottle,96.0,46.0,4416.0,"Guangdong Luosite Pharmaceutical Co., Ltd.",Negotiation Table,10200218.0,2021.02.08,Zhang Yabo,18638767729.0,nan,Benzalkonium Chloride Solution,0.1%：150ml：0.15g,"Guangdong Luosite Pharmaceutical Co., Ltd.",nan,,No agreement signed,Cash monthly return 7%,0.07,95.0,nan
1029,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,160.0,81.5,13040.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
1030,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Shengxue Ning Tablets,0.25g*24 tablets (film-coated tablets),Box,200.0,29.81,5962.0,"Wuhan Lianhe Pharmaceutical Co., Ltd.",Negotiation Table,10100273.0,2019.06.04,Li Yang,18537189066.0,nan,Shengxue Ning Tablets,0.25g¡Á24T,Wuhan United,China Resources,29.81,736 boxes/month,Cash returned the following month per box at 18 points,0.18,870.0,nan
1031,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,140.0,81.5,11410.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
1032,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Qingzhu Qudu Pills,8g*9 bags (0.13g/10 pills concentrated water pills),Box,146.0,54.0,7884.0,"Guangxi Qingzhipin Pharmaceutical Co., Ltd.",Negotiation Table,10100266.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Qingzhu Qudu Pills,8g x 9 bags,"Guangxi Qingzhipin Pharmaceutical Co., Ltd.",Guokong,54.0,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,800.0,nan
1033,2022-09-24,9,Western medicine,Zhengzhou Software Network Company,Intepirdine Injection,4ml：40mg,piece,300.0,15.6,4680.0,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Negotiation Table,10200191.0,2020.07.21,Gai Chang,18137336922.0,nan,Intepirdine Injection,4ml*40mg,"Nanjing Hengsheng Pharmaceutical Co., Ltd.",Guokong,15.6,nan,20% per box returned in cash quarterly,0.2,462.0,nan
1034,2022-09-24 11:02:17.0,9,Western medicine,Zhengzhou Software Network Company,Calcium Acetate Granules,0.6g*12 bags (sugar-containing type),Box,50.0,54.0,2700.0,"Kunming Bangyu Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2020.07.02,Wu Xiaofang,18237107185.0,nan,Calcium Acetate Granules,0.6g*12 bags/box*200 boxes/piece,"Kunming Bangyu Pharmaceutical Co., Ltd.",Guokong,54.0,nan,"27%, cash, monthly return, 30% newly signed in December 2020",0.3,158.0,nan
1035,2022-09-25 14:20:58.0,9,Western medicine,Zhengzhou Software Network Company,Anti-Cold Granules,5g*12 bags (Children's Pack),Box,200.0,15.2,3040.0,"Sichuan Heyaosheng Panxi Pharmaceutical Co., Ltd.",Negotiation Table,10200930.0,2019.07.08,Wu Xupeng,13333855544.0,nan,Anti-Cold Granules,5g*12 bags,Sichuan Good Doctor,Guokong,15.2,397 boxes/month,"14% of the listed price per box will be refunded, invoice discount, next month",0.14,522.0,nan
1036,2022-09-26,9,Western medicine,Zhengzhou Linzhanshan Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,20.0,51.8,1036.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100052.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,100 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",51.8,148 boxes/month,"5 USD/box, quarterly return, cash",,399.0,nan
1037,2022-09-26,9,Western medicine,Zhengzhou Linzhanshan Community Network,Jin Zhen Oral Liquid,10ml*8 vials,Box,60.0,43.28,2596.8,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100130.0,2019.06.10,He Jiahuan,18036636012.0,nan,Jin Zhen Oral Liquid,10ml*8 vials,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",43.28,253 boxes/month,"4.5 RMB per box, quarterly return, cash",,479.0,nan
1038,2022-09-26,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Cefoperazone Sodium and Sulbactam Sodium for Injection,1.0g,piece,900.0,14.5,13050.0,"Sinopharm Group Guorui Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.05.22,Wang Jiangying,16638241110.0,nan,Cefoperazone Sodium and Sulbactam Sodium for Injection,1g,Sinopharm Group Guorui,Guokong,14.5,nan,"60 days return, cash 45%",0.45,1383.0,nan
1039,2022-09-26,9,Western medicine,Zhengzhou Linzhanshan Community Network,Gui Zhi Fu Ling Capsules,0.31g*10 tablets*5 strips*2 bags,Box,20.0,51.8,1036.0,"Jiangsu Kangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2019.06.10,He Jiahuan,18036636012.0,nan,Gui Zhi Fu Ling Capsules,50 grains,Jiangsu Kangyuan Pharmaceutical,"State Control, CRHC",26.92,nan,"2.5 RMB per box, quarterly return, cash",,,nan
1040,2022-09-26 14:04:17.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Atorvastatin Calcium Tablets,10mg*90 tablets*1 bottle (film-coated),Box,22.0,16.2,356.4,"Qilu Pharmaceutical (Hainan) Co., Ltd.",Negotiation Table,10200899.0,2020.03.13,You Junying,13938555051.0,nan,Atorvastatin Calcium Tablets,10mg*7 tablets,Qilu Pharmaceutical,China National Pharmaceutical Group,23.31,nan,0.36,0.36,,nan
1041,2022-09-26 14:04:17.0,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Atorvastatin Calcium Tablets,10mg*90 tablets*1 bottle (film-coated),Box,28.0,16.2,453.6,"Qilu Pharmaceutical (Hainan) Co., Ltd.",Negotiation Table,10200899.0,2020.03.13,You Junying,13938555051.0,nan,Atorvastatin Calcium Tablets,10mg*7 tablets,Qilu Pharmaceutical,China National Pharmaceutical Group,23.31,nan,0.36,0.36,,nan
1042,2022-09-26 21:40:50.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Xizi Nasal Drops Pill,1.2g (43mg*28 pills)*9 bags,Box,5.0,42.5,212.5,"Sichuan Zikushan Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.07.13,Zhen Bangze,13937103148.0,Guo Yanming: 18736031501,Xizi Nasal Drops Pill,1.2g*9 bags,Sichuan,China Resources,42.5,nan,"Cash, monthly return, 15%",0.15,1615.0,nan
1043,2022-09-27,9,Western medicine,Zhengzhou Linzhanshan Community Network,Abidol Hydrochloride Dispersible Tablets,0.1g*12 tablets,Box,10.0,72.0,720.0,"Hainan Xiansheng Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.12.22,Guo Yijun,18236756668.0,nan,Abidol Hydrochloride Dispersible Tablets,0.1g*12 tablets,Hainan Xiansheng,China Resources,72.0,nan,"Cash monthly return 37%, 27, Clinical 5 yuan",0.37,1676.0,nan
1044,2022-09-27,9,Western medicine,Zhengzhou Meifang Road Community Network,Solid Kidney and Secure Fetus Pills,6g*9 bags (small honey pills),Box,10.0,45.7,457.0,"Beijing Boran Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.01.09,Wang Xiaoge,15637138420.0,nan,Solid Kidney and Secure Fetus Pills,6g*9 bags,Beijing,"State Control, CRHC",45.7,nan,"25%, in cash to be returned within 45 days",0.25,390.0,nan
1045,2022-09-28,9,Western medicine,Zhengzhou Software Network Company,Baokening Granules,2.5g*16 bags,Box,120.0,35.8,4296.0,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100318.0,2019.07.15,Cao Zhaofei,15518578555.0,nan,Baokening Granules,2.5g × 16 bags,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Guokong,36.0,520 boxes/month,"15% per box return, quarterly return",0.15,79.0,nan
1046,2022-09-28,9,Western medicine,Zhengzhou Linzhanshan Community Network,Baokening Granules,2.5g*16 bags,Box,20.0,35.8,716.0,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Negotiation Table,10100318.0,2019.07.15,Cao Zhaofei,15518578555.0,nan,Baokening Granules,2.5g × 16 bags,"Hubei Jingjiangyuan Pharmaceutical Co., Ltd.",Guokong,36.0,520 boxes/month,"15% per box return, quarterly return",0.15,79.0,nan
1047,2022-09-28,9,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Cefoperazone Sodium and Sulbactam Sodium for Injection,1.0g,piece,100.0,14.5,1450.0,"Sinopharm Group Guorui Pharmaceutical Co., Ltd.",Negotiation Table,10200899.0,2020.05.22,Wang Jiangying,16638241110.0,nan,Cefoperazone Sodium and Sulbactam Sodium for Injection,1g,Sinopharm Group Guorui,Guokong,14.5,nan,"60 days return, cash 45%",0.45,1383.0,nan
1048,2022-09-29,9,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Leyunning Granules,5g*12 bags,Box,50.0,34.5,1725.0,"Jiangxi Xinglin BaMa Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Leyunning Granules,5g x 12 bags,Jiangxi Xinglin Ba Ma Pharmaceutical,Guokong,33.1,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,549.0,nan
1049,2022-09-29,9,Western medicine,Zhengzhou Software Network Company,Xinmailong Injection,2ml:100mg,piece,1200.0,26.0,31200.0,"Yunnan Tengyao Pharmaceutical Co., Ltd.",Negotiation Table,10100227.0,2019.06.10,Guo Shi Yi,13014553304.0,nan,Xinmailong Injection,2ml*6,Yunnan Tengyao,China Resources,69.21,137 boxes/month,"Each vial returns 6.92 yuan, quarterly, in cash. On 2021.01.01, it was changed to return 16.91 yuan. Starting from March 1, 2021, the price per vial was reduced to 26 yuan, with a rebate of 2.94 yuan per vial.",,1071.0,nan
1050,2022-09-29,9,Western medicine,Zhengzhou Software Network Company,Leyunning Granules,5g*12 bags,Box,400.0,34.5,13800.0,"Jiangxi Xinglin BaMa Pharmaceutical Co., Ltd.",Negotiation Table,10100265.0,2019.05.08,Wang Jing,18037147831.0,Salesperson Wang Chen 13213217337,Leyunning Granules,5g x 12 bags,Jiangxi Xinglin Ba Ma Pharmaceutical,Guokong,33.1,nan,"Within 100 days after the sale occurs, return 20% of the supply price in cash form.",0.2,549.0,nan
1051,2022-09-30,9,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,300.0,81.5,24450.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
1052,2022-09-30,9,Western medicine,Zhengzhou Software Network Company,Fu Kang Pill,9g*10 bags (Fukang Pills) + 7.5g*2 bags (Tongqi Pills),Box,200.0,81.5,16300.0,"Henan Taifeng Biotechnology Co., Ltd.",Negotiation Table,10100273.0,2020.08.03,Li Yanyan,13623825356.0,nan,Fu Kang Pill,9g*10 bags + 7.5g*2 bags,"Henan Taifeng Biotechnology Co., Ltd.","China Resources, National Control, Provincial Pharmaceutical",81.5,nan,"Cash monthly return, 40%, starting from July 2020",0.4,1616.0,nan
1053,2022-09-30 09:44:43.0,9,Western medicine,Zhengzhou Linzhanshan Community Network,Fulekai Mixture,150ml (1ml: Extract 0.187g),Bottle,320.0,27.4,8768.0,"Guizhou Jianxing Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2019.05.30,Wang Zhiyong,15638450207.0,nan,Fulekai Mixture,150ml,Guizhou Jianxing,China Resources,25.74,1190 bottles/month,"According to the monthly flow, in the following month, cash will be returned to the hospital, 4 yuan per box, 20% of the listed price since January 1, 2021.",0.2,248.0,nan
1054,2022/07/06,7,Western medicine,Zhengzhou Software Network Company,Azithromycin Capsules,0.25g*6S,Box,20.0,6.36,127.2,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1055,2022/07/07,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,20.0,8.48,169.6,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
1056,2022/07/07,7,Western medicine,Zhengzhou Linzhanshan Community Network,Azithromycin Capsules,0.25g*6S,Box,20.0,6.36,127.2,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1057,2022/07/12,7,Western medicine,Zhengzhou Software Network Company,Azithromycin Capsules,0.25g*6S,Box,20.0,6.36,127.2,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1058,2022/07/12,7,Western medicine,Zhengzhou Linzhanshan Community Network,Azithromycin Capsules,0.25g*6S,Box,20.0,6.36,127.2,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1059,2022/07/22,7,Western medicine,Zhengzhou Meifang Road Community Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,100.0,8.48,848.0,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
1060,2022/07/22,7,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,30.0,8.48,254.4,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
1061,2022/07/25,7,Western medicine,Zhengzhou Linzhanshan Community Network,Solid Kidney and Secure Fetus Pills,6g*9 bags,Box,20.0,45.7,914.0,"Beijing Boran Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2020.01.09,Wang Xiaoge,15637138420.0,nan,Solid Kidney and Secure Fetus Pills,6g*9 bags,Beijing,"State Control, CRHC",45.7,nan,"25%, in cash to be returned within 45 days",0.25,390.0,nan
1062,2022/08/02,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,5.0,8.48,42.4,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
1063,2022/08/03,8,Western medicine,Zhengzhou Fengchan Road Loke Shequ Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,30.0,8.48,254.4,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
1064,2022/08/09,8,Western medicine,Zhengzhou Dongfeng Road Yuantian Community Network,Azithromycin Capsules,0.25g*6S,Box,20.0,6.36,127.2,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1065,2022/08/12,8,Western medicine,Zhengzhou Software Network Company,Azithromycin Capsules,0.25g*6S,Box,140.0,6.36,890.4,"Suzhou Erye Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Azithromycin Capsules,0.25g*6,"Suzhou Erye Pharmaceutical Co., Ltd.",Guokong,6.36,nan,Execution in September 2021,0.1,,nan
1066,2022/08/12,8,Western medicine,Zhengzhou Jinshui District Nanyang Xincun Community Network,Norfloxacin Capsules,0.1g*12 tablets*2 board,Box,5.0,8.48,42.4,"Yantai Wanrun Pharmaceutical Co., Ltd.",Negotiation Table,10100243.0,2021.09.28,Wang Yuanhua,15617893716.0,nan,Norfloxacin Capsules,0.1g*12*2,"Yantai Wanrun Pharmaceutical Co., Ltd.",Guokong,8.48,nan,Execution in September 2021,0.1,,nan
